episode,process_cpu_percent,rss_mb,slot,system_available_mb,system_memory_percent,training_step,run,algorithm,network,reward_version,env_protocol,node_count,beam_count,azimuth_cells,elevation_cells,slot_duration_ms
1,,435.4296875,99,18151.6640625,43.95147151893581,400,train_n10_b10_isac_mappo_scalegraph_beam_collision_topology_300slot,isac_mappo,scalegraph_beam,collision_topology,isac_structured_marl,10,648,36,18,5.0
1,,452.44140625,199,18041.296875,44.29226222719645,500,train_n10_b10_isac_mappo_scalegraph_beam_collision_topology_300slot,isac_mappo,scalegraph_beam,collision_topology,isac_structured_marl,10,648,36,18,5.0
1,,471.859375,299,17977.44140625,44.48943451104783,600,train_n10_b10_isac_mappo_scalegraph_beam_collision_topology_300slot,isac_mappo,scalegraph_beam,collision_topology,isac_structured_marl,10,648,36,18,5.0
2,,1832.23046875,99,16692.046875,48.45846301147102,700,train_n10_b10_isac_mappo_scalegraph_beam_collision_topology_300slot,isac_mappo,scalegraph_beam,collision_topology,isac_structured_marl,10,648,36,18,5.0
2,,1849.16015625,199,16695.48828125,48.44783667134298,800,train_n10_b10_isac_mappo_scalegraph_beam_collision_topology_300slot,isac_mappo,scalegraph_beam,collision_topology,isac_structured_marl,10,648,36,18,5.0
2,,1866.4140625,299,16616.10546875,48.69295413341111,900,train_n10_b10_isac_mappo_scalegraph_beam_collision_topology_300slot,isac_mappo,scalegraph_beam,collision_topology,isac_structured_marl,10,648,36,18,5.0
3,,1869.89453125,99,13512.70703125,58.27559708633232,1000,train_n10_b10_isac_mappo_scalegraph_beam_collision_topology_300slot,isac_mappo,scalegraph_beam,collision_topology,isac_structured_marl,10,648,36,18,5.0
3,,1886.28125,199,16260.1796875,49.79197823493957,1100,train_n10_b10_isac_mappo_scalegraph_beam_collision_topology_300slot,isac_mappo,scalegraph_beam,collision_topology,isac_structured_marl,10,648,36,18,5.0
3,,1903.0546875,299,16606.01171875,48.72412151467201,1200,train_n10_b10_isac_mappo_scalegraph_beam_collision_topology_300slot,isac_mappo,scalegraph_beam,collision_topology,isac_structured_marl,10,648,36,18,5.0
4,,1874.28515625,99,13608.25,57.980580453878616,1300,train_n10_b10_isac_mappo_scalegraph_beam_collision_topology_300slot,isac_mappo,scalegraph_beam,collision_topology,isac_structured_marl,10,648,36,18,5.0
4,,1890.6640625,199,16550.5,48.89553004992692,1400,train_n10_b10_isac_mappo_scalegraph_beam_collision_topology_300slot,isac_mappo,scalegraph_beam,collision_topology,isac_structured_marl,10,648,36,18,5.0
4,,1907.23046875,299,16672.83984375,48.51777029229913,1500,train_n10_b10_isac_mappo_scalegraph_beam_collision_topology_300slot,isac_mappo,scalegraph_beam,collision_topology,isac_structured_marl,10,648,36,18,5.0
5,,1818.76171875,99,16631.7109375,48.64476772159326,1600,train_n10_b10_isac_mappo_scalegraph_beam_collision_topology_300slot,isac_mappo,scalegraph_beam,collision_topology,isac_structured_marl,10,648,36,18,5.0
5,,1834.671875,199,16762.7421875,48.240170725844166,1700,train_n10_b10_isac_mappo_scalegraph_beam_collision_topology_300slot,isac_mappo,scalegraph_beam,collision_topology,isac_structured_marl,10,648,36,18,5.0
5,,1850.921875,299,15821.40625,51.14681850874454,1800,train_n10_b10_isac_mappo_scalegraph_beam_collision_topology_300slot,isac_mappo,scalegraph_beam,collision_topology,isac_structured_marl,10,648,36,18,5.0
6,,1874.51953125,99,16657.41796875,48.56538980515441,1900,train_n10_b10_isac_mappo_scalegraph_beam_collision_topology_300slot,isac_mappo,scalegraph_beam,collision_topology,isac_structured_marl,10,648,36,18,5.0
