evidence_block,evidence_tier,source_csv,n_episodes,protocol,node_count,beamwidth_deg,area_scale,mobility_model,range_mode,communication_range_to_diagonal_ratio,sensing_to_comm_range_ratio,false_alarm_rate,miss_detection_rate,angular_cell_offset_std,slot_duration_ms,discovery_rate_mean,discovery_rate_std,discovery_rate_ci95,empty_scan_ratio_mean,empty_scan_ratio_std,empty_scan_ratio_ci95,lambda2_mean,lambda2_std,lambda2_ci95,collision_count_mean,collision_count_std,collision_count_ci95,mean_discovery_delay_mean,mean_discovery_delay_std,mean_discovery_delay_ci95,collision_penalized_discovery_rate_mean,collision_penalized_discovery_rate_std,collision_penalized_discovery_rate_ci95,discovery_per_scan_action_mean,discovery_per_scan_action_std,discovery_per_scan_action_ci95
round7_scale_beam_stress,supplement,06_analysis/paper_tables/round7_scale_beam_grid_light/aggregate_metrics.csv,2,improved_rl_no_isac,20,10.0,density,gauss_markov,singlehop,1.05,1.0,0.0,0.0,0.0,5.0,0,0,0,0.975387,0.000140085,0.000194148,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0
round7_scale_beam_stress,supplement,06_analysis/paper_tables/round7_scale_beam_grid_light/aggregate_metrics.csv,2,improved_rl_no_isac,20,15.0,density,gauss_markov,singlehop,1.05,1.0,0.0,0.0,0.0,5.0,0.00263158,0.00263158,0.00364718,0.94676,0.000586283,0.000812547,0,0,0,0,0,0,598.426,1.57368,2.18102,0.00263158,0.00263158,0.00364718,4.2517e-05,4.2517e-05,5.89256e-05
round7_scale_beam_stress,supplement,06_analysis/paper_tables/round7_scale_beam_grid_light/aggregate_metrics.csv,2,improved_rl_no_isac,20,3.0,density,gauss_markov,singlehop,1.05,1.0,0.0,0.0,0.0,5.0,0,0,0,0.997875,0.000594053,0.000823315,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0
round7_scale_beam_stress,supplement,06_analysis/paper_tables/round7_scale_beam_grid_light/aggregate_metrics.csv,2,improved_rl_no_isac,20,30.0,density,gauss_markov,singlehop,1.05,1.0,0.0,0.0,0.0,5.0,0.0394737,0.00789474,0.0109415,0.847186,0.00288621,0.00400008,-1.59105e-16,3.63099e-17,5.03229e-17,0,0,0,586.584,1.95263,2.70621,0.0394737,0.00789474,0.0109415,0.000640358,0.000127625,0.00017688
round7_scale_beam_stress,supplement,06_analysis/paper_tables/round7_scale_beam_grid_light/aggregate_metrics.csv,2,improved_rl_no_isac,20,5.0,density,gauss_markov,singlehop,1.05,1.0,0.0,0.0,0.0,5.0,0,0,0,0.992943,0.00110885,0.00153679,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0
round7_scale_beam_stress,supplement,06_analysis/paper_tables/round7_scale_beam_grid_light/aggregate_metrics.csv,2,improved_rl_no_isac,50,10.0,density,gauss_markov,singlehop,1.05,1.0,0.0,0.0,0.0,5.0,0,0,0,0.941463,0.00255462,0.00354052,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0
round7_scale_beam_stress,supplement,06_analysis/paper_tables/round7_scale_beam_grid_light/aggregate_metrics.csv,2,improved_rl_no_isac,50,15.0,density,gauss_markov,singlehop,1.05,1.0,0.0,0.0,0.0,5.0,0.00326531,0.000816327,0.00113137,0.893318,0.00295742,0.00409877,0,0,0,0,0,0,598.983,0.183265,0.253993,0.00326531,0.000816327,0.00113137,0.000136193,3.40136e-05,4.71404e-05
round7_scale_beam_stress,supplement,06_analysis/paper_tables/round7_scale_beam_grid_light/aggregate_metrics.csv,2,improved_rl_no_isac,50,3.0,density,gauss_markov,singlehop,1.05,1.0,0.0,0.0,0.0,5.0,0,0,0,0.993434,2.23408e-06,3.09628e-06,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0
round7_scale_beam_stress,supplement,06_analysis/paper_tables/round7_scale_beam_grid_light/aggregate_metrics.csv,2,improved_rl_no_isac,50,30.0,density,gauss_markov,singlehop,1.05,1.0,0.0,0.0,0.0,5.0,0.0502041,0.00122449,0.00169706,0.754817,0.00300692,0.00416738,-2.85896e-16,5.93141e-16,8.22052e-16,4,2,2.77186,584.575,0.00979592,0.0135765,0.0500388,0.00113907,0.00157868,0.00211894,5.01126e-05,6.94525e-05
round7_scale_beam_stress,supplement,06_analysis/paper_tables/round7_scale_beam_grid_light/aggregate_metrics.csv,2,improved_rl_no_isac,50,5.0,density,gauss_markov,singlehop,1.05,1.0,0.0,0.0,0.0,5.0,0,0,0,0.982393,0.000193116,0.000267645,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0
round7_scale_beam_stress,supplement,06_analysis/paper_tables/round7_scale_beam_grid_light/aggregate_metrics.csv,2,uniform_random,10,10.0,density,gauss_markov,singlehop,1.05,1.0,0.0,0.0,0.0,5.0,0,0,0,0.9873,0.000588648,0.000815824,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0
round7_scale_beam_stress,supplement,06_analysis/paper_tables/round7_scale_beam_grid_light/aggregate_metrics.csv,2,uniform_random,10,15.0,density,gauss_markov,singlehop,1.05,1.0,0.0,0.0,0.0,5.0,0,0,0,0.973721,0.00224184,0.00310703,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0
round7_scale_beam_stress,supplement,06_analysis/paper_tables/round7_scale_beam_grid_light/aggregate_metrics.csv,2,uniform_random,10,3.0,density,gauss_markov,singlehop,1.05,1.0,0.0,0.0,0.0,5.0,0,0,0,0.998535,9.79807e-05,0.000135794,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0
round7_scale_beam_stress,supplement,06_analysis/paper_tables/round7_scale_beam_grid_light/aggregate_metrics.csv,2,uniform_random,10,30.0,density,gauss_markov,singlehop,1.05,1.0,0.0,0.0,0.0,5.0,0.0333333,0.0111111,0.0153992,0.901524,0.00193465,0.00268128,0,0,0,0,0,0,587.011,8.85556,12.2732,0.0333333,0.0111111,0.0153992,0.000293102,9.77517e-05,0.000135477
round7_scale_beam_stress,supplement,06_analysis/paper_tables/round7_scale_beam_grid_light/aggregate_metrics.csv,2,uniform_random,10,5.0,density,gauss_markov,singlehop,1.05,1.0,0.0,0.0,0.0,5.0,0,0,0,0.997069,0.000390205,0.000540797,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0
round7_scale_beam_stress,supplement,06_analysis/paper_tables/round7_scale_beam_grid_light/aggregate_metrics.csv,2,uniform_random,100,10.0,density,gauss_markov,singlehop,1.05,1.0,0.0,0.0,0.0,5.0,0.000505051,0.00010101,0.000139993,0.901737,0.00178366,0.00247203,0,0,0,0,0,0,599.873,0.0234343,0.0324783,0.000505051,0.00010101,0.000139993,4.89923e-05,9.81275e-06,1.35998e-05
round7_scale_beam_stress,supplement,06_analysis/paper_tables/round7_scale_beam_grid_light/aggregate_metrics.csv,2,uniform_random,100,15.0,density,gauss_markov,singlehop,1.05,1.0,0.0,0.0,0.0,5.0,0.00272727,0.00010101,0.000139993,0.834082,0.00183361,0.00254125,-5.55112e-17,5.55112e-17,7.69345e-17,0,0,0,599.117,0.0343434,0.0475976,0.00272727,0.00010101,0.000139993,0.000264545,9.87822e-06,1.36905e-05
round7_scale_beam_stress,supplement,06_analysis/paper_tables/round7_scale_beam_grid_light/aggregate_metrics.csv,2,uniform_random,100,3.0,density,gauss_markov,singlehop,1.05,1.0,0.0,0.0,0.0,5.0,0,0,0,0.986979,0.0002018,0.000279681,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0
round7_scale_beam_stress,supplement,06_analysis/paper_tables/round7_scale_beam_grid_light/aggregate_metrics.csv,2,uniform_random,100,30.0,density,gauss_markov,singlehop,1.05,1.0,0.0,0.0,0.0,5.0,0.0391919,0.000606061,0.000839957,0.665177,0.00118926,0.00164823,0.190816,0.190816,0.264457,10,4,5.54372,588.148,0.321111,0.445037,0.0391124,0.000573296,0.000794548,0.00380156,5.76326e-05,7.98747e-05
round7_scale_beam_stress,supplement,06_analysis/paper_tables/round7_scale_beam_grid_light/aggregate_metrics.csv,2,uniform_random,100,5.0,density,gauss_markov,singlehop,1.05,1.0,0.0,0.0,0.0,5.0,0,0,0,0.966246,7.88372e-05,0.000109263,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0
round7_scale_beam_stress,supplement,06_analysis/paper_tables/round7_scale_beam_grid_light/aggregate_metrics.csv,2,uniform_random,20,10.0,density,gauss_markov,singlehop,1.05,1.0,0.0,0.0,0.0,5.0,0.00263158,0.00263158,0.00364718,0.974631,0.000493467,0.000683911,0,0,0,0,0,0,599.203,0.797368,1.1051,0.00263158,0.00263158,0.00364718,4.89812e-05,4.89812e-05,6.78845e-05
round7_scale_beam_stress,supplement,06_analysis/paper_tables/round7_scale_beam_grid_light/aggregate_metrics.csv,2,uniform_random,20,15.0,density,gauss_markov,singlehop,1.05,1.0,0.0,0.0,0.0,5.0,0,0,0,0.948038,0.00093814,0.0013002,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0
round7_scale_beam_stress,supplement,06_analysis/paper_tables/round7_scale_beam_grid_light/aggregate_metrics.csv,2,uniform_random,20,3.0,density,gauss_markov,singlehop,1.05,1.0,0.0,0.0,0.0,5.0,0,0,0,0.997649,0.000294189,0.000407726,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0
round7_scale_beam_stress,supplement,06_analysis/paper_tables/round7_scale_beam_grid_light/aggregate_metrics.csv,2,uniform_random,20,30.0,density,gauss_markov,singlehop,1.05,1.0,0.0,0.0,0.0,5.0,0.0552632,0.0131579,0.0182359,0.851707,0.00487561,0.00675725,-2.02901e-16,1.40964e-17,1.95367e-17,0,0,0,584.626,4.28947,5.94491,0.0552632,0.0131579,0.0182359,0.00102849,0.000245021,0.000339582
round7_scale_beam_stress,supplement,06_analysis/paper_tables/round7_scale_beam_grid_light/aggregate_metrics.csv,2,uniform_random,20,5.0,density,gauss_markov,singlehop,1.05,1.0,0.0,0.0,0.0,5.0,0,0,0,0.99285,0.000782533,0.00108454,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0
round7_scale_beam_stress,supplement,06_analysis/paper_tables/round7_scale_beam_grid_light/aggregate_metrics.csv,2,uniform_random,50,10.0,density,gauss_markov,singlehop,1.05,1.0,0.0,0.0,0.0,5.0,0.000408163,0.000408163,0.000565685,0.940168,0.000290428,0.000402512,0,0,0,0,0,0,599.888,0.112245,0.155563,0.000408163,0.000408163,0.000565685,1.95603e-05,1.95603e-05,2.71092e-05
round7_scale_beam_stress,supplement,06_analysis/paper_tables/round7_scale_beam_grid_light/aggregate_metrics.csv,2,uniform_random,50,15.0,density,gauss_markov,singlehop,1.05,1.0,0.0,0.0,0.0,5.0,0.00285714,0.000408163,0.000565685,0.891693,0.00209423,0.00290246,0,0,0,1,1,1.38593,599.278,0.115918,0.160655,0.00285515,0.000410159,0.000568452,0.000137069,1.9413e-05,2.6905e-05
round7_scale_beam_stress,supplement,06_analysis/paper_tables/round7_scale_beam_grid_light/aggregate_metrics.csv,2,uniform_random,50,3.0,density,gauss_markov,singlehop,1.05,1.0,0.0,0.0,0.0,5.0,0,0,0,0.992813,0.000128085,0.000177516,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0
round7_scale_beam_stress,supplement,06_analysis/paper_tables/round7_scale_beam_grid_light/aggregate_metrics.csv,2,uniform_random,50,30.0,density,gauss_markov,singlehop,1.05,1.0,0.0,0.0,0.0,5.0,0.0342857,0.00734694,0.0101823,0.74943,0.00148916,0.00206387,-8.89721e-16,6.28677e-17,8.71302e-17,0,0,0,589.448,1.62082,2.24634,0.0342857,0.00734694,0.0101823,0.00164557,0.000354589,0.000491435
round7_scale_beam_stress,supplement,06_analysis/paper_tables/round7_scale_beam_grid_light/aggregate_metrics.csv,2,uniform_random,50,5.0,density,gauss_markov,singlehop,1.05,1.0,0.0,0.0,0.0,5.0,0,0,0,0.982236,0.000237698,0.000329433,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0
round7_mobility_stress,supplement,06_analysis/paper_tables/round7_n100_multimobility_600slot/aggregate_metrics.csv,3,ablation_isac_one_slot_delay,100,10.0,density,gauss_markov,singlehop,1.05,1.0,0.0,0.0,0.0,5.0,0.319192,0.00698067,0.00789937,0.536999,0.00431855,0.00488689,10.5512,2.03473,2.30252,733,47.3357,53.5654,495.935,3.61585,4.09172,0.277994,0.00397457,0.00449765,0.0273576,0.000601586,0.000680758
round7_mobility_stress,supplement,06_analysis/paper_tables/round7_n100_multimobility_600slot/aggregate_metrics.csv,3,ablation_isac_one_slot_delay,100,15.0,density,gauss_markov,singlehop,1.05,1.0,0.0,0.0,0.0,5.0,0.524579,0.00272207,0.00308031,0.390249,0.00460491,0.00521094,24.2637,0.885016,1.00149,7355,113.713,128.678,416.094,2.13658,2.41777,0.211034,0.00101259,0.00114585,0.0450401,0.000232003,0.000262536
round7_mobility_stress,supplement,06_analysis/paper_tables/round7_n100_multimobility_600slot/aggregate_metrics.csv,3,ablation_isac_one_slot_delay,100,10.0,density,random_direction,singlehop,1.05,1.0,0.0,0.0,0.0,5.0,0.0774411,0.00435581,0.00492907,0.344642,0.0056391,0.00638124,0.477844,0.360536,0.407984,897.333,83.5637,94.5612,576.408,1.18692,1.34313,0.0655298,0.00299629,0.00339062,0.00659175,0.000376953,0.000426562
round7_mobility_stress,supplement,06_analysis/paper_tables/round7_n100_multimobility_600slot/aggregate_metrics.csv,3,ablation_isac_one_slot_delay,100,15.0,density,random_direction,singlehop,1.05,1.0,0.0,0.0,0.0,5.0,0.156364,0.006433,0.00727963,0.281437,0.000586309,0.000663471,4.20816,1.11205,1.2584,4079,298.162,337.402,551.289,2.71403,3.07122,0.0857013,0.000682989,0.000772875,0.0133699,0.000562534,0.000636567
round7_mobility_stress,supplement,06_analysis/paper_tables/round7_n100_multimobility_600slot/aggregate_metrics.csv,3,ablation_isac_one_slot_delay,100,10.0,density,random_walk,singlehop,1.05,1.0,0.0,0.0,0.0,5.0,0.0820875,0.00144114,0.0016308,0.791215,0.00414136,0.00468639,1.12037,0.458,0.518276,14.3333,5.4365,6.15198,577.464,0.280621,0.317553,0.0818519,0.00150757,0.00170598,0.00697571,0.000119471,0.000135194
round7_mobility_stress,supplement,06_analysis/paper_tables/round7_n100_multimobility_600slot/aggregate_metrics.csv,3,ablation_isac_one_slot_delay,100,15.0,density,random_walk,singlehop,1.05,1.0,0.0,0.0,0.0,5.0,0.287542,0.0111256,0.0125898,0.675208,0.00473425,0.00535731,12.4953,1.44986,1.64067,280.667,25.3815,28.7219,512.75,4.8039,5.43613,0.272068,0.00923821,0.010454,0.024636,0.000976544,0.00110506
round7_mobility_stress,supplement,06_analysis/paper_tables/round7_n100_multimobility_600slot/aggregate_metrics.csv,3,ablation_isac_one_slot_delay,100,10.0,density,random_waypoint,singlehop,1.05,1.0,0.0,0.0,0.0,5.0,0.0292929,0.00183679,0.00207853,0.220003,0.00176695,0.00199949,-1.01843e-15,4.78154e-16,5.41082e-16,2101,383.253,433.691,591.119,0.109082,0.123438,0.0205999,0.0013778,0.00155913,0.00246724,0.000154925,0.000175314
round7_mobility_stress,supplement,06_analysis/paper_tables/round7_n100_multimobility_600slot/aggregate_metrics.csv,3,ablation_isac_one_slot_delay,100,15.0,density,random_waypoint,singlehop,1.05,1.0,0.0,0.0,0.0,5.0,0.0639057,0.0034965,0.00395666,0.157231,0.00228345,0.00258397,0.668389,0.110686,0.125254,5890.33,406.589,460.099,577.327,1.39552,1.57918,0.0291637,0.000569142,0.000644045,0.00544258,0.000302056,0.000341809
round7_mobility_stress,supplement,06_analysis/paper_tables/round7_n100_multimobility_600slot/aggregate_metrics.csv,3,improved_rl_isac,100,10.0,density,gauss_markov,singlehop,1.05,1.0,0.0,0.0,0.0,5.0,0.369966,0.0191897,0.0217152,0.542699,0.00490943,0.00555555,12.7548,1.52088,1.72104,1127,40.9227,46.3084,477.909,6.67636,7.55501,0.30127,0.0137123,0.015517,0.0317299,0.0016448,0.00186127
round7_mobility_stress,supplement,06_analysis/paper_tables/round7_n100_multimobility_600slot/aggregate_metrics.csv,3,improved_rl_isac,100,15.0,density,gauss_markov,singlehop,1.05,1.0,0.0,0.0,0.0,5.0,0.547744,0.00371898,0.00420842,0.394165,0.00862337,0.00975827,29.0615,3.26529,3.69502,8769.67,561.516,635.415,405.318,0.53784,0.608623,0.197989,0.00895648,0.0101352,0.0470277,0.000353455,0.000399972
round7_mobility_stress,supplement,06_analysis/paper_tables/round7_n100_multimobility_600slot/aggregate_metrics.csv,3,improved_rl_isac,100,10.0,density,random_direction,singlehop,1.05,1.0,0.0,0.0,0.0,5.0,0.0777104,0.00247606,0.00280193,0.346848,0.00469032,0.0053076,1.3726,0.416045,0.470799,930.333,128.536,145.452,576.058,1.47023,1.66372,0.065402,0.000696352,0.000787997,0.00661438,0.000210297,0.000237973
round7_mobility_stress,supplement,06_analysis/paper_tables/round7_n100_multimobility_600slot/aggregate_metrics.csv,3,improved_rl_isac,100,15.0,density,random_direction,singlehop,1.05,1.0,0.0,0.0,0.0,5.0,0.153333,0.00244102,0.00276227,0.281842,0.00129096,0.00146086,4.4742,0.393015,0.444738,3891.67,322.433,364.867,553.139,1.32595,1.50045,0.0859149,0.00206328,0.00233482,0.0131157,0.000203069,0.000229794
round7_mobility_stress,supplement,06_analysis/paper_tables/round7_n100_multimobility_600slot/aggregate_metrics.csv,3,improved_rl_isac,100,10.0,density,random_walk,singlehop,1.05,1.0,0.0,0.0,0.0,5.0,0.182222,0.00799108,0.00904276,0.792199,0.00352704,0.00399123,6.82879,1.66146,1.88012,99,16.0831,18.1998,547.308,1.53834,1.74079,0.17865,0.00783401,0.00886502,0.0155868,0.000677733,0.000766927
round7_mobility_stress,supplement,06_analysis/paper_tables/round7_n100_multimobility_600slot/aggregate_metrics.csv,3,improved_rl_isac,100,15.0,density,random_walk,singlehop,1.05,1.0,0.0,0.0,0.0,5.0,0.441414,0.00923271,0.0104478,0.671626,0.00249931,0.00282823,25.1352,0.344231,0.389534,840,83.4386,94.4197,458.889,4.34296,4.91452,0.377342,0.00287057,0.00324836,0.0378595,0.000755639,0.000855086
round7_mobility_stress,supplement,06_analysis/paper_tables/round7_n100_multimobility_600slot/aggregate_metrics.csv,3,improved_rl_isac,100,10.0,density,random_waypoint,singlehop,1.05,1.0,0.0,0.0,0.0,5.0,0.0311785,0.00152373,0.00172426,0.217887,0.000628152,0.000710821,-6.59577e-16,4.21752e-16,4.77257e-16,1619.67,68.6165,77.6469,590.439,0.109295,0.123679,0.0234829,0.000907993,0.00102749,0.00262734,0.000128383,0.000145279
round7_mobility_stress,supplement,06_analysis/paper_tables/round7_n100_multimobility_600slot/aggregate_metrics.csv,3,improved_rl_isac,100,15.0,density,random_waypoint,singlehop,1.05,1.0,0.0,0.0,0.0,5.0,0.0628956,0.00299796,0.00339251,0.159524,0.00354482,0.00401134,1.12889,0.268964,0.304362,8047.67,351.175,397.392,577.277,1.03619,1.17256,0.0239983,0.00172723,0.00195455,0.00535997,0.00025636,0.000290099
round7_mobility_stress,supplement,06_analysis/paper_tables/round7_n100_multimobility_600slot/aggregate_metrics.csv,3,improved_rl_no_isac,100,10.0,density,gauss_markov,singlehop,1.05,1.0,0.0,0.0,0.0,5.0,0.000606061,0.000164949,0.000186657,0.901254,0.000333601,0.000377505,0,0,0,0,0,0,599.786,0.0875595,0.0990829,0.000606061,0.000164949,0.000186657,5.10573e-05,1.39023e-05,1.57319e-05
round7_mobility_stress,supplement,06_analysis/paper_tables/round7_n100_multimobility_600slot/aggregate_metrics.csv,3,improved_rl_no_isac,100,15.0,density,gauss_markov,singlehop,1.05,1.0,0.0,0.0,0.0,5.0,0.0037037,0.000686737,0.000777116,0.834541,0.00216016,0.00244445,-2.84843e-16,4.0283e-16,4.55845e-16,0,0,0,598.758,0.160216,0.181302,0.0037037,0.000686737,0.000777116,0.000312537,5.80416e-05,6.56802e-05
round7_mobility_stress,supplement,06_analysis/paper_tables/round7_n100_multimobility_600slot/aggregate_metrics.csv,3,improved_rl_no_isac,100,10.0,density,random_direction,singlehop,1.05,1.0,0.0,0.0,0.0,5.0,0.000875421,9.52332e-05,0.000107767,0.90215,0.000487296,0.000551428,0,0,0,0,0,0,599.815,0.014914,0.0168767,0.000875421,9.52332e-05,0.000107767,7.37464e-05,8.0235e-06,9.07944e-06
round7_mobility_stress,supplement,06_analysis/paper_tables/round7_n100_multimobility_600slot/aggregate_metrics.csv,3,improved_rl_no_isac,100,15.0,density,random_direction,singlehop,1.05,1.0,0.0,0.0,0.0,5.0,0.00377104,0.000415112,0.000469744,0.833537,0.00200865,0.00227301,-7.91459e-16,1.53875e-16,1.74126e-16,0,0,0,598.842,0.277835,0.3144,0.00377104,0.000415112,0.000469744,0.000318153,3.51274e-05,3.97504e-05
round7_mobility_stress,supplement,06_analysis/paper_tables/round7_n100_multimobility_600slot/aggregate_metrics.csv,3,improved_rl_no_isac,100,10.0,density,random_walk,singlehop,1.05,1.0,0.0,0.0,0.0,5.0,0.0003367,0.000190466,0.000215533,0.902344,0.000684017,0.000774038,0,0,0,0,0,0,599.903,0.0667114,0.0754911,0.0003367,0.000190466,0.000215533,2.83566e-05,1.60435e-05,1.81549e-05
round7_mobility_stress,supplement,06_analysis/paper_tables/round7_n100_multimobility_600slot/aggregate_metrics.csv,3,improved_rl_no_isac,100,15.0,density,random_walk,singlehop,1.05,1.0,0.0,0.0,0.0,5.0,0.00410774,0.00100785,0.00114049,0.834081,0.00211051,0.00238827,-2.90617e-16,3.45769e-16,3.91275e-16,0,0,0,598.668,0.231652,0.262139,0.00410774,0.00100785,0.00114049,0.000346753,8.51756e-05,9.63853e-05
round7_mobility_stress,supplement,06_analysis/paper_tables/round7_n100_multimobility_600slot/aggregate_metrics.csv,3,improved_rl_no_isac,100,10.0,density,random_waypoint,singlehop,1.05,1.0,0.0,0.0,0.0,5.0,0.0003367,0.000343368,0.000388558,0.903455,0.000208672,0.000236135,0,0,0,0,0,0,599.93,0.0566609,0.0641178,0.0003367,0.000343368,0.000388558,2.83556e-05,2.89181e-05,3.27239e-05
round7_mobility_stress,supplement,06_analysis/paper_tables/round7_n100_multimobility_600slot/aggregate_metrics.csv,3,improved_rl_no_isac,100,15.0,density,random_waypoint,singlehop,1.05,1.0,0.0,0.0,0.0,5.0,0.00363636,0.000164949,0.000186657,0.839423,0.00148756,0.00168333,-4.6136e-16,3.30406e-16,3.73889e-16,0,0,0,598.903,0.140203,0.158655,0.00363636,0.000164949,0.000186657,0.000306734,1.38245e-05,1.56439e-05
round7_mobility_stress,supplement,06_analysis/paper_tables/round7_n100_multimobility_600slot/aggregate_metrics.csv,3,uniform_random,100,10.0,density,gauss_markov,singlehop,1.05,1.0,0.0,0.0,0.0,5.0,0.00047138,9.52332e-05,0.000107767,0.901506,0.00149257,0.001689,0,0,0,0,0,0,599.902,0.045459,0.0514417,0.00047138,9.52332e-05,0.000107767,4.57614e-05,9.22337e-06,1.04372e-05
round7_mobility_stress,supplement,06_analysis/paper_tables/round7_n100_multimobility_600slot/aggregate_metrics.csv,3,uniform_random,100,15.0,density,gauss_markov,singlehop,1.05,1.0,0.0,0.0,0.0,5.0,0.0023569,0.000530236,0.000600019,0.834303,0.00152936,0.00173064,-2.74765e-16,3.13366e-16,3.54608e-16,0,0,0,599.251,0.191766,0.217004,0.0023569,0.000530236,0.000600019,0.000228763,5.12425e-05,5.79863e-05
round7_mobility_stress,supplement,06_analysis/paper_tables/round7_n100_multimobility_600slot/aggregate_metrics.csv,3,uniform_random,100,10.0,density,random_direction,singlehop,1.05,1.0,0.0,0.0,0.0,5.0,0.000740741,0.000415112,0.000469744,0.900801,0.00179514,0.00203139,0,0,0,0,0,0,599.761,0.129858,0.146948,0.000740741,0.000415112,0.000469744,7.18731e-05,4.02543e-05,4.5552e-05
round7_mobility_stress,supplement,06_analysis/paper_tables/round7_n100_multimobility_600slot/aggregate_metrics.csv,3,uniform_random,100,15.0,density,random_direction,singlehop,1.05,1.0,0.0,0.0,0.0,5.0,0.00215488,0.000686737,0.000777116,0.835217,0.00157976,0.00178767,0,0,0,0,0,0,599.317,0.279419,0.316193,0.00215488,0.000686737,0.000777116,0.000209133,6.64821e-05,7.52316e-05
round7_mobility_stress,supplement,06_analysis/paper_tables/round7_n100_multimobility_600slot/aggregate_metrics.csv,3,uniform_random,100,10.0,density,random_walk,singlehop,1.05,1.0,0.0,0.0,0.0,5.0,0.00026936,9.52332e-05,0.000107767,0.901296,0.00184535,0.00208821,0,0,0,0,0,0,599.929,0.0778197,0.0880613,0.00026936,9.52332e-05,0.000107767,2.61637e-05,9.28853e-06,1.0511e-05
round7_mobility_stress,supplement,06_analysis/paper_tables/round7_n100_multimobility_600slot/aggregate_metrics.csv,3,uniform_random,100,15.0,density,random_walk,singlehop,1.05,1.0,0.0,0.0,0.0,5.0,0.00262626,0.000718995,0.00081362,0.834839,0.000329365,0.000372711,-2.7674e-16,1.98182e-16,2.24264e-16,0,0,0,599.156,0.330183,0.373637,0.00262626,0.000718995,0.00081362,0.000255019,6.99469e-05,7.91524e-05
round7_mobility_stress,supplement,06_analysis/paper_tables/round7_n100_multimobility_600slot/aggregate_metrics.csv,3,uniform_random,100,10.0,density,random_waypoint,singlehop,1.05,1.0,0.0,0.0,0.0,5.0,0.00047138,0.000251963,0.000285123,0.903153,0.00120217,0.00136038,0,0,0,0,0,0,599.832,0.0958561,0.108471,0.00047138,0.000251963,0.000285123,4.57935e-05,2.45355e-05,2.77646e-05
round7_mobility_stress,supplement,06_analysis/paper_tables/round7_n100_multimobility_600slot/aggregate_metrics.csv,3,uniform_random,100,15.0,density,random_waypoint,singlehop,1.05,1.0,0.0,0.0,0.0,5.0,0.00276094,0.000251963,0.000285123,0.838396,0.00172593,0.00195307,-3.82546e-16,4.9303e-16,5.57915e-16,0,0,0,599.169,0.00526115,0.00595355,0.00276094,0.000251963,0.000285123,0.000268055,2.44468e-05,2.76641e-05
round7_error_profiles_quick,supplement_sanity,06_analysis/paper_tables/round7_error_profiles_quick/aggregate_metrics.csv,1,improved_rl_isac,100,10.0,density,gauss_markov,singlehop,1.05,1.0,0.0,0.0,0.0,5.0,0.351313,0,,0.549478,0,,10.6105,0,,1075,0,,482.544,0,,0.288631,0,,0.0301214,0,
round7_error_profiles_quick,supplement_sanity,06_analysis/paper_tables/round7_error_profiles_quick/aggregate_metrics.csv,1,improved_rl_isac,100,10.0,density,gauss_markov,singlehop,1.05,1.0,0.01,0.05,0.5,5.0,0.34,0,,0.594795,0,,12.5384,0,,639,0,,488.719,0,,0.301127,0,,0.0291424,0,
round7_error_profiles_quick,supplement_sanity,06_analysis/paper_tables/round7_error_profiles_quick/aggregate_metrics.csv,1,improved_rl_isac,100,10.0,density,gauss_markov,singlehop,1.05,1.0,0.05,0.15,1.0,5.0,0.28,0,,0.647376,0,,7.76768,0,,358,0,,511.64,0,,0.261115,0,,0.0239942,0,
round7_error_profiles_quick,supplement_sanity,06_analysis/paper_tables/round7_error_profiles_quick/aggregate_metrics.csv,1,improved_rl_isac,100,10.0,density,gauss_markov,singlehop,1.05,1.0,0.1,0.3,1.5,5.0,0.283434,0,,0.657781,0,,7.70991,0,,293,0,,512.465,0,,0.267595,0,,0.0242687,0,
round7_error_profiles_quick,supplement_sanity,06_analysis/paper_tables/round7_error_profiles_quick/aggregate_metrics.csv,1,improved_rl_no_isac,100,10.0,density,gauss_markov,singlehop,1.05,1.0,0.0,0.0,0.0,5.0,0.000606061,0,,0.901552,0,,0,0,,0,0,,599.735,0,,0.000606061,0,,5.10621e-05,0,
round7_error_profiles_quick,supplement_sanity,06_analysis/paper_tables/round7_error_profiles_quick/aggregate_metrics.csv,1,improved_rl_no_isac,100,10.0,density,gauss_markov,singlehop,1.05,1.0,0.01,0.05,0.5,5.0,0.000606061,0,,0.901552,0,,0,0,,0,0,,599.735,0,,0.000606061,0,,5.10621e-05,0,
