angular_cell_offset_std,area_diagonal_m,area_scale,azimuth_cells,base_seed,beam_count,beamwidth_deg,case_id,communication_range_m,communication_range_to_diagonal_ratio,delay_slots,discovery_slot,edge_i,edge_j,elevation_cells,episode,false_alarm_rate,first_true_slot,isac_error_sweep_enabled,miss_detection_rate,node_count,protocol,range_mode,range_sweep_enabled,sensing_range_m,sensing_range_to_diagonal_ratio,sensing_to_comm_range_ratio,slot_duration_ms,train_beamwidth_deg,train_node_count
0.0,815.56096023333,density,120,20291713,7200,3.0,1,856.3390082449965,1.05,127,126,51,97,60,0,0.0,0,False,0.0,100,improved_rl_isac,singlehop,False,856.3390082449965,1.05,1.0,5.0,10.0,10
0.0,815.56096023333,density,120,20291713,7200,3.0,1,856.3390082449965,1.05,137,136,7,94,60,0,0.0,0,False,0.0,100,improved_rl_isac,singlehop,False,856.3390082449965,1.05,1.0,5.0,10.0,10
0.0,815.56096023333,density,120,20291713,7200,3.0,1,856.3390082449965,1.05,147,146,9,32,60,0,0.0,0,False,0.0,100,improved_rl_isac,singlehop,False,856.3390082449965,1.05,1.0,5.0,10.0,10
0.0,815.56096023333,density,120,20291713,7200,3.0,1,856.3390082449965,1.05,152,151,35,76,60,0,0.0,0,False,0.0,100,improved_rl_isac,singlehop,False,856.3390082449965,1.05,1.0,5.0,10.0,10
0.0,815.56096023333,density,120,20291713,7200,3.0,1,856.3390082449965,1.05,160,159,54,68,60,0,0.0,0,False,0.0,100,improved_rl_isac,singlehop,False,856.3390082449965,1.05,1.0,5.0,10.0,10
0.0,815.56096023333,density,120,20291713,7200,3.0,1,856.3390082449965,1.05,163,162,6,28,60,0,0.0,0,False,0.0,100,improved_rl_isac,singlehop,False,856.3390082449965,1.05,1.0,5.0,10.0,10
0.0,815.56096023333,density,120,20291713,7200,3.0,1,856.3390082449965,1.05,171,170,16,57,60,0,0.0,0,False,0.0,100,improved_rl_isac,singlehop,False,856.3390082449965,1.05,1.0,5.0,10.0,10
0.0,815.56096023333,density,120,20291713,7200,3.0,1,856.3390082449965,1.05,171,170,32,47,60,0,0.0,0,False,0.0,100,improved_rl_isac,singlehop,False,856.3390082449965,1.05,1.0,5.0,10.0,10
0.0,815.56096023333,density,120,20291713,7200,3.0,1,856.3390082449965,1.05,180,179,13,81,60,0,0.0,0,False,0.0,100,improved_rl_isac,singlehop,False,856.3390082449965,1.05,1.0,5.0,10.0,10
0.0,815.56096023333,density,120,20291713,7200,3.0,1,856.3390082449965,1.05,194,193,28,98,60,0,0.0,0,False,0.0,100,improved_rl_isac,singlehop,False,856.3390082449965,1.05,1.0,5.0,10.0,10
0.0,815.56096023333,density,120,20291713,7200,3.0,1,856.3390082449965,1.05,199,198,77,92,60,0,0.0,0,False,0.0,100,improved_rl_isac,singlehop,False,856.3390082449965,1.05,1.0,5.0,10.0,10
0.0,815.56096023333,density,120,20291713,7200,3.0,1,856.3390082449965,1.05,200,199,91,92,60,0,0.0,0,False,0.0,100,improved_rl_isac,singlehop,False,856.3390082449965,1.05,1.0,5.0,10.0,10
0.0,815.56096023333,density,120,20291713,7200,3.0,1,856.3390082449965,1.05,202,201,51,66,60,0,0.0,0,False,0.0,100,improved_rl_isac,singlehop,False,856.3390082449965,1.05,1.0,5.0,10.0,10
0.0,815.56096023333,density,120,20291713,7200,3.0,1,856.3390082449965,1.05,208,207,6,84,60,0,0.0,0,False,0.0,100,improved_rl_isac,singlehop,False,856.3390082449965,1.05,1.0,5.0,10.0,10
0.0,815.56096023333,density,120,20291713,7200,3.0,1,856.3390082449965,1.05,229,228,64,78,60,0,0.0,0,False,0.0,100,improved_rl_isac,singlehop,False,856.3390082449965,1.05,1.0,5.0,10.0,10
0.0,815.56096023333,density,120,20291713,7200,3.0,1,856.3390082449965,1.05,250,249,0,52,60,0,0.0,0,False,0.0,100,improved_rl_isac,singlehop,False,856.3390082449965,1.05,1.0,5.0,10.0,10
0.0,815.56096023333,density,120,20291713,7200,3.0,1,856.3390082449965,1.05,258,257,50,97,60,0,0.0,0,False,0.0,100,improved_rl_isac,singlehop,False,856.3390082449965,1.05,1.0,5.0,10.0,10
0.0,815.56096023333,density,120,20291713,7200,3.0,1,856.3390082449965,1.05,274,273,47,58,60,0,0.0,0,False,0.0,100,improved_rl_isac,singlehop,False,856.3390082449965,1.05,1.0,5.0,10.0,10
0.0,815.56096023333,density,120,20291713,7200,3.0,1,856.3390082449965,1.05,276,275,26,33,60,0,0.0,0,False,0.0,100,improved_rl_isac,singlehop,False,856.3390082449965,1.05,1.0,5.0,10.0,10
